Nikaho,  にかほ,市,    Akita,   28422,  240.61,  118,     2005-10-01
Noshiro,     能代市,  Akita,   61295,  426.74,  144,     2006-03-21
Hachinohe,   八戸市,  Aomori,  241613,     305.17,  792,     1929-05-01
Kuroishi,    黒石市,  Aomori,  37585,  216.96,  173,     1954-07-01
Misawa,  三沢市,  Aomori,  42535,  119.97,  355,     1958-09-01
Mutsu,   むつ,市,  Aomori,  62220  863.79,,  72.0    1959-09-01
Towada,  十和田市,    Aomori,  66834,  688.60,  97.1,   2005-01-01
Tsugaru,     つがる,市,    Aomori,  38919  253.85,,  153     2005-02-11
Goshogawara,     五所川原市,  Aomori,  60788,  404.58,  150,     2005-03-28
Aomori,  青森市,  Aomori,  305884,     824.52,  371,     2005-04-01
Hirakawa,    平川市,  Aomori,  34638,  345.81,  100,     2006-01-01
Hirosaki,    弘前市,  Aomori,  185865,     523.60,  355,     2006-02-27
Chiba,   千葉市,  Chiba,   938695,     272.08,  3450,   1921-01-01
Chōshi,  銚子市,  Chiba,   72348,  83.91,   862,     1933-02-11
Ichikawa,    市川市,  Chiba,   470149,     57.40,   8191,   1934-11-03
Funabashi,   船橋市,  Chiba,   586762,     85.64,   6851,   1937-04-01
Tateyama,    館山市,  Chiba,   49987,  110.21,  454,     1939-11-03
Kisarazu,    木更津市,    Chiba,   123743,     138.73,  892,     1942-11-03
Matsudo,     松戸市,  Chiba,   477603,     61.33,   7787,   1943-04-01
Noda,    野田市,  Chiba,   153422,     103.54,  1482,   1950-05-03
Mobara,  茂原市,  Chiba,   93032,  100.01,  930,     1952-04-01
Narita,  成田市,  Chiba,   124773,     213.84,  583,     1954-03-31
Sakura,  佐倉市,  Chiba,   171472,     103.59,  1655,   1954-03-31
Tōgane,  東金市,  Chiba,   61591,  89.34,   689,     1954-04-01
Narashino,   習志野市,    Chiba,   159758,     20.99,   7611,   1954-08-01
Kashiwa,     柏市,    Chiba,   389036,     114.90,  3386,   1954-09-01
Katsuura,    勝浦市,  Chiba,   21413,  94.20,   227,     1958-10-01
Ichihara,    市原市,  Chiba,   279591,     368.20,  759,     1963-05-01
Nagareyama,  流山市,  Chiba,   156686,     35.28,   4441,   1967-01-01
Yachiyo,     八千代市,    Chiba,   184655,     51.27,   3602,   1967-01-01
Abiko,   我孫子市,    Chiba,   133533,     43.19,   3092,   1970-07-01
Kamagaya,    鎌ヶ谷市,    Chiba,   104564,     21.11,   4953,   1971-09-01
Kimitsu,     ,君津市,  Chiba,   89350,  318.83,  280,     1971-09-01
Futtsu,  富津市,  Chiba,   48973,  205.35,  238,     1971-09-01
Urayasu,     浦安市,  Chiba,   159312,     17.29,   9214,   1981-04-01
Yotsukaidō,  四街道市,    Chiba,   85738,  34.70,   2471,   1981-04-01
Sodegaura,   袖ヶ浦市,    Chiba,   59443,  94.92,,   626     1991-04-01
Yachimata,   八街市,  Chiba,   75369,  74.87,   1007,   1992-04-01
Inzai,   印西市,  Chiba,   60280,  53.51,   1127,   1996-04-01
Shiroi,  白井市,  Chiba,   57151,  35.41,   1614,   2001-04-01
Tomisato,    富里市,  Chiba,   51590,  53.91,   957,     2002-04-01
Kamogawa,    鴨川市,  Chiba,   35792,  191.30,  187,     2005-02-11
Asahi,   旭市,    Chiba,   69971,  129.91,  539,     2005-07-01
Isumi,   いすみ市,    Chiba,   41605,  157.50,,  264     2005-12-05
Sōsa,    匝瑳市,  Chiba,   41361,  101.78,  406,     2006-01-23
Minamibōsō,  南房総市,    Chiba,   43553,  230.22,  189,     2006-03-20
Katori,  香取市,  Chiba,   85193,  262.31,  325,     2006-03-27
Sanmu,   山武市,  Chiba,   57806,  146.38,  395,     2006-03-27
Matsuyama,   松山市,  Ehime,   515068,     429.03,  1201,   1889-12-15
Niihama,     新居浜市,    Ehime,   123329,     234.30,  526,     1937-11-03
Shikokuchūō,     四国中央市,  Ehime,   91688,  420.10,  218,     2004-04-01
Seiyo,   西予市,  Ehime,   43476,  514.79,  84.5,    2004-04-01
Tōon,    東温市,  Ehime,   35517,  211.45,  168,     2004-09-21
Saijō,   西条市,  Ehime,   112543,     509.05,  221,     2004-11-01
Ōzu,     大洲市,  Ehime,   49543,  432.20,  115,     2005-01-11
Imabari,     今治市,  Ehime,   170986,     419.85,  407,     2005-01-16
Yawatahama,  八幡浜市,    Ehime,   40010,  132.98,  301,     2005-03-28
Iyo,     伊予市,  Ehime,   38890,  194.47,  200,     2005-04-01
Uwajima,     宇和島市,    Ehime,   86819,  469.52,  185,     2005-08-01
Fukui,   福井市,  Fukui,   268574,     536.17,  501,     1889-04-01
Tsuruga,     敦賀市,  Fukui,   68188,  250.75,  272,     1937-04-01
Obama,   小浜市,  Fukui,   31486,  232.86,  135,     1951-03-30
Ōno,     大野市,  Fukui,   36763,  872.30,  42.1,    1954-07-01
Katsuyama,   勝山市,  Fukui,   26333,  253.68,  104,     1954-09-01
Sabae,   鯖江市,  Fukui,   67430,  84.75,   796,     1955-01-15
Awara,   あわら,市,    Fukui,   30765  116.99,,  263     2004-03-01
Echizen,     越前市,  Fukui,   87116,  230.75,  378,     2005-10-01
Sakai,   坂井市,  Fukui,   92420,  209.91,  440,     2006-03-20
Fukuoka,     福岡市,  Fukuoka,     1430371,   340.96,  4195,   1889-04-01
Kurume,  久留米市,    Fukuoka,     305147,     229.84,  1328,   1889-04-01
Ōmuta,   大牟田市,    Fukuoka,     127474,     81.55,   1563,   1917-03-01
Nōgata,  直方市,  Fukuoka,     57319,  61.78,   928,     1931-01-01
Tagawa,  田川市,  Fukuoka,     50484,  54.52,   926,     1943-11-03
Yanagawa,    柳川市,  Fukuoka,     72798,  76.90,   947,     1952-04-01
Yame,    八女市,  Fukuoka,     42241,  98.66,   428,     1954-04-01
Chikugo,     筑後市,  Fukuoka,     48281,  41.85,   1154,   1954-04-01
Ōkawa,   大川市,  Fukuoka,     38266,  33.61,   1139,   1954-04-01
Yukuhashi,   行橋市,  Fukuoka,     70064,  69.83,   1003,   1954-10-10
Buzen,   豊前市,  Fukuoka,     27578,  111.17,  248,     1955-04-10
Nakama,  中間市,  Fukuoka,     45549,  15.98,   2850,   1958-11-01
Kitakyūshū,  北九州市,    Fukuoka,     986998,     487.71,  2024,   1963-02-10
Ogōri,   小郡市,  Fukuoka,     58460,  45.50,   1285,   1972-04-01
Chikushino,  筑紫野市,    Fukuoka,     98914,  87.78,   1127,   1972-04-01
Kasuga,  春日市,  Fukuoka,     107845,     14.15,   7622,   1972-04-01
Ōnojō,   大野城市,    Fukuoka,     94037,  26.88,   3498,   1972-04-01
Munakata,    宗像市,  Fukuoka,     94877,  119.66,  793,     1981-04-01
Dazaifu,     太宰府市,    Fukuoka,     68561,  29.58,   2318,   1982-04-01
Koga,    古賀市,  Fukuoka,     57084,  42.11,   1356,   1997-10-01
Fukutsu,     福津市,  Fukuoka,     55123,  52.70,   1046,   2005-01-24
Ukiha,   うきは,市,    Fukuoka,     32277  117.55,,  275     2005-03-20
Miyawaka,    宮若市,  Fukuoka,     30793,  139.99,  220,     2006-02-11
Asakura,     朝倉市,  Fukuoka,     57881,  246.73,  235,     2006-03-20
Iizuka,  飯塚市,  Fukuoka,     132208,     214.13,  617,     2006-03-26
Kama,    嘉麻市,  Fukuoka,     44431,  135.18,  329,     2006-03-27
Miyama,  みやま市,    Fukuoka,     42219,  105.12,  402,     2007-01-29
Itoshima,    糸島市,  Fukuoka,     -,   216.12,  -,   2010-01-01
Aizuwakamatsu,   会津若松市,  Fukushima,   129388,     383.03,  338,     1899-04-01
Fukushima,   福島市,  Fukushima,   289355,     746.43,  388,     1907-04-01
Kōriyama,    郡山市,  Fukushima,   339395,     757.06,  448,     1924-09-01
Sukagawa,    須賀川市,    Fukushima,   80336,  279.55,  287,     1954-03-31
Sōma,    相馬市,  Fukushima,   38543,  197.67,  195,     1954-03-31
Iwaki,   いわき,市,    Fukushima,   349947     1231.34,,    284     1966-10-01
Tamura,  田村市,  Fukushima,   42221,  458.30,  92.1,    2005-03-01
Shirakawa,   白河市,  Fukushima,   65665,  305.30,  215,     2005-11-07
Nihonmatsu,  二本松市,    Fukushima,   61698,  344.65,  179,     2005-12-01
Minamisōma,  南相馬市,    Fukushima,   71761,  398.50,  180,     2006-01-01
Date,    伊達市,  Fukushima,   67487,  265.10,  255,     2006-01-01
Kitakata,    喜多方市,    Fukushima,   54684,  554.67,  98.6,    2006-01-04
Motomiya,    本宮市,  Fukushima,   31737,  87.94,   361,     2007-01-01
Gifu,    岐阜市,  Gifu,    412779,     202.89,  2034,   1889-07-01
Ōgaki,   大垣市,  Gifu,    163047,     206.52,  789,     1918-04-01
Takayama,    高山市,  Gifu,    94879,  2177.67,    43.6,    1936-11-01
Tajimi,  多治見市,    Gifu,    114866,     91.24,   1259,   1940-08-01
Seki,    関市,    Gifu,    92896,  472.84,  196,     1950-10-15
Nakatsugawa,     中津川市,    Gifu,    83116,  676.38,  123,     1952-04-01
